,linkedin,www,About ,facebook,twitter,youtube,Instagram,logo,title,node1,node2,node3,node4,node5,year founded,finance,sales,hr,product,strategy,marketing,scope,geography,businesslifecycle,patents,traffic/media,reviews,investors type,number of investors
113,https://www.linkedin.com/company/18128775,http://www.amaizz.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/amaizztech/,https://twitter.com/AmaizzInfo,,,https://finder.startupnationcentral.org/image_cloud/amaizz_c445ecc7-9017-11e9-a1c7-9f55e0826ae6?w=240&h=240,Amaizz,Israel ,,Tech solution ,Agriculture Development & Health,Post Harvest,2015.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,,
114,https://www.linkedin.com/company/19171081,http://botanohealth.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,BotanoHealth,Israel ,,Tech solution ,Agriculture Development & Health,Post Harvest,2017.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,
115,,http://valentis-nano.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Valentis Nanotech,Israel ,,Tech solution ,Agriculture Development & Health,Post Harvest,2014.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,
116,,https://www.vivmea.nl/exhibitor-list,,,,,,,VIV MEA,UAE  ,Dubai,Events/Awards ,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
117,,http://alahligeneraltrading.com,,,,,,,Al Ahli General Trading Co. LLC,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
118,,https://pureharvest.ae/,,,,,,,Pure Harvest Smart Farms,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
119,,https://www.al-ghurair.com/en/our-sectors/foods,,,,,,,Al Ghurair Foods,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
120,,https://www.doaagro.com,,,,,,,DOA Trading DMCC,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
121,,http://www.dofreeze.com,,,,,,,Dofreeze L.L.C,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
122,,http://www.dafz.ae,,,,,,,Dubai Airport Freezone,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
123,,https://www.dubaichamber.com/,,,,,,,Dubai Chamber of Commerce,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
124,,http://www.fishfarm.ae/,,,,,,,Fish Farm LLC,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
125,,meshconomy.net,,,,,,,Ducab Aluminium Company (DAC),UAE  ,Sharjah,Partner/buyer,Agriculture Development & Health,Smart farming,,,,,,,,,,,,,,,
126,https://www.linkedin.com/company/19092678,http://www.agrint.net/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/Agrint-Sensing-Solutions-Ltd-1720505334866838/,https://twitter.com/AgrintSensing,,,,Agrint,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2016.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,,,,,
127,https://www.linkedin.com/company/agritask/,https://start.agritask.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/Agritask/,https://twitter.com/agritask,,,,AgriTask,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2005.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,,,,,
128,https://www.linkedin.com/company/9357324,http://www.airscort.me/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/pages/Airscort/1591611424394988,https://twitter.com/Airscort_me,,,,Airscort,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2014.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,
129,https://www.linkedin.com/company/10147582,http://www.cropx.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/CropXIsrael/,https://twitter.com/crop_x,,,,CropX,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2015.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,,,,,
130,https://www.linkedin.com/company/6376832,http://farmdog.ag/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/farmdog.ag/,https://twitter.com/farmdogag,,,,Farm Dog,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2015.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,,,,,
131,https://www.linkedin.com/company/4866715,https://www.fieldin.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/fieldintech/,https://twitter.com/fieldintech,https://www.youtube.com/channel/UCHHGXpHioaHzpnuqXPffl8w,https://www.instagram.com/fieldintech/,,Fieldin,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2013.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,,,,,
132,https://www.linkedin.com/company/7279048,http://www.light-and-strong.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Light & Strong,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2007.0,,,,,,,,,,,,,,
133,https://www.linkedin.com/company/phytech-ltd/,https://www.phytech.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Phytech,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2011.0,4.0,1.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,,,,,
134,https://www.linkedin.com/company/prospera-technologies/,https://home.prospera.ag/about,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/ProsperaTechnologies,https://twitter.com/prospera_tech,,,,Prospera,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2014.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,,,,,
135,https://www.linkedin.com/company/sensilize/,https://sensilize.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/sensilizeltd/,https://twitter.com/sensilize,,,,Sensilize,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2013.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,,
136,https://www.linkedin.com/company/12952246,https://skyx.solutions/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,https://twitter.com/skyx_agri_swarm,,,,Skyx,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2017.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,,,,,
137,https://www.linkedin.com/company/sol-chip/,http://www.sol-chip.com,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/Sol-Chip-Ltd-273183862801722/,,,,,Sol Chip,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2009.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,,,,,
138,https://www.linkedin.com/company/supplant/,http://www.supplant.me/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/supplant.me/,https://twitter.com/supplant_me,,,,SupPlant,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2012.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,
139,https://www.linkedin.com/company/taranis-visual/people/,https://taranis.ag/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/taranisvisual,https://twitter.com/TaranisAg,,,,Taranis,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2014.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,,,,,
140,https://www.linkedin.com/company/10579139,http://www.tevatronic.net/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/tevatronic/,https://twitter.com/TevatronicLTD,,,,Tevatronic,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2012.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,,,,,
141,https://www.linkedin.com/company/trellisai/,https://trellis.ag/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/trellisai/,https://twitter.com/trellisai,,,,Trellis,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2017.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,5.0,1.0,,,,,
142,https://www.linkedin.com/company/10108173,http://www.vhive.ai/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,vHive,Israel ,,Tech solution ,Agriculture Development & Health,Smart farming,2015.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,,,,,
143,,http://www.alaindairy.com,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Al Ain Farms for Livestock Production,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
144,,http://www.rashwell.com,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Rashwell Company (L.L.C),UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
145,,http://www.hamwi-int.com,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Al Hamwi Coffee Company / Anorka Food Industries,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
146,,https://www.dubaifuture.ae/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Dubai Future Foundation,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
147,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Dubai Holding,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
148,,https://www.dsoa.ae/explore-dso/who-we-are/our-story,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Dubai Silicon Oasis,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
149,,http://www.sme.ae,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Dubai SME,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
150,,http://www.foodspecialities.com,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Food Specialities Limited,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
151,,http://www.modfoodco.com,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Yatha Trading JLT,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
152,,www.ducab.ae,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Ducab,UAE  ,UAE Region ,Partner/buyer,Agriculture Development & Health,Special crops,,,,,,,,,,,,,,,
153,https://www.linkedin.com/company/40756635,http://www.cannabotech.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/Cannabotech/,,https://www.youtube.com/channel/UCunuZQNDno_D43jUZ8IDT4Q,,,CannaboTech,Israel ,,Tech solution ,Agriculture Development & Health,Special crops,2019.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,,,,,
154,https://www.linkedin.com/company/2369898,https://www.facebook.com/CollPlantBio/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/CollPlantBio/,https://twitter.com/CollplantBio,https://www.youtube.com/channel/UC_7SlEx2hGdrw75fvVeOgsw,,,CollPlant,Israel ,,Tech solution ,Agriculture Development & Health,Special crops,2004.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,,,,,
155,https://www.linkedin.com/company/11578441,http://www.growponics.co.uk/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/growponics,https://twitter.com/growponics,,,,Growponics,Israel ,,Tech solution ,Agriculture Development & Health,Special crops,2011.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,,,,,
156,https://www.linkedin.com/company/9400362,http://www.getleaf.co/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/leafgrow,https://www.twitter.com/leafgrowhq,,https://www.instagram.com/leafgrow/,https://finder.startupnationcentral.org/image_cloud/leaf_670694b5-fbdc-11ea-a4f4-17c2ad375337?w=240&h=240,Leaf,Israel ,,Tech solution ,Agriculture Development & Health,Special crops,2015.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,5.0,2.0,,,,,
157,https://www.linkedin.com/company/3274379,http://www.tal-ya.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,https://twitter.com/MickeyCTalYa,https://www.youtube.com/channel/UCd7IFZMoEPGMH4LqeMsSF1A,,https://finder.startupnationcentral.org/image_cloud/tal-ya_a0f5fe87-1275-11e5-8681-4fb17f217c76?w=240&h=240,Tal-Ya Agriculture Solutions,Israel ,,Tech solution ,Agriculture Development & Health,Special crops,2005.0,1.0,1.0,0.0,4.0,3.0,3.0,2.0,5.0,2.0,,,,,
158,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Alokozay FZE,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Treatment ,,,,,,,,,,,,,,,
159,,www.arkan.ae,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Arkan Building Materials Company PJSC (“Arkan”),UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Treatment ,,,,,,,,,,,,,,,
160,,http://farmin.ai/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Farmin,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Treatment ,,,,,,,,,,,,,,,
161,,http://www.premiumnatureuae.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Premium Nature Distribution LLc,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,Treatment ,,,,,,,,,,,,,,,
162,,https://gulfagriculture.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Gulf Agriculture,UAE  ,Al Ain,Partner/buyer,Agriculture Development & Health,Treatment ,,,,,,,,,,,,,,,
163,,http://algharbiapipe.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Al Gharbia,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Treatment ,,,,,,,,,,,,,,,
164,,https://www.vibra.com.br,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Vibra Food Trading LLC,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Treatment ,,,,,,,,,,,,,,,
165,,http://www.trofinafood.com,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Trofina Food (Middle East) FZC,UAE  ,Sharjah,Partner/buyer,Agriculture Development & Health,Treatment ,,,,,,,,,,,,,,,
166,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Salamandra Zone,Israel ,,Tech solution ,Air quality ,Treatment ,,,,,,,,,,,,,,,
167,https://www.linkedin.com/company/10250610,http://www.3plw.co/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,3PLW,Israel ,,Tech solution ,Wastes and chemicals,Waste Tech,2015.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,,,,,
168,https://www.linkedin.com/company/3575821,https://homebiogas.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,https://www.facebook.com/homebiogas,https://twitter.com/home_biogas,https://www.youtube.com/channel/UC_2lbLBOxZpEDHLEzd1z9vQ,https://www.instagram.com/home_biogas/,,HomeBiogas,Israel ,,Tech solution ,Wastes and chemicals,Waste Tech,2012.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,5.0,2.0,,,,,
169,https://www.linkedin.com/company/4983275,http://www.melodea.eu/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,https://twitter.com/melodealtd,,,,Melodea,Israel ,,Tech solution ,Wastes and chemicals,Waste Tech,2010.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,,,,,
170,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Tevet Water Technologies,Israel ,,Tech solution ,Wastes and chemicals,Waste Tech,,,,,,,,,,,,,,,
171,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,yAlgae,Israel ,,Tech solution ,Wastes and chemicals,Waste Tech,,,,,,,,,,,,,,,
172,,https://www.ccc.net/about/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Consolidated Contractors International Company (CCIC),UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Wastes and chemicals,,,,,,,,,,,,,,,
173,,meshconomy.net,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Cukierman Investment House,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Wastes and chemicals,,,,,,,,,,,,,,,
174,,http://www.deltafood.ae,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Delta Food Industries FZC,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Wastes and chemicals,,,,,,,,,,,,,,,
175,,http://digi-agri.com/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Digiagri,UAE  ,Dubai,Partner/buyer,Agriculture Development & Health,Wastes and chemicals,,,,,,,,,,,,,,,
176,,meshconomy.net,Ghadan 21 initiative to grow Abu Dhabi’s R&D ecosystem with a commitment of AED 300 million (USD 81 million) to crowdsource innovation,,,,,,Ghadan 21,UAE  ,Abu Dhabi,Goverment ,Accelrator ,,,,,,,,,,,,,,,,
177,,https://www.investinabudhabi.ae/,"The Agtech Incentive Scheme is part of an accelerator program to establish the UAE’s capital as a global center for agricultural innovation in desert environments. The UAE Government will offer a series of cash and non-cash incentives to make it easier for local and global agtech companies to set up and expand their operations. The incentive packages will enable the creation of advanced agtech knowledge in Abu Dhabi and help to solve traditional farming challenges. The package is part of Ghadan 21 (Tomorrow 21), which is a three-year AED 50 billion programme designed to accelerate the capital’s economic growth.",,,,,,ADIO Agtech Incentive Scheme,UAE  ,Abu Dhabi,Goverment ,Accelrator ,,,,,,,,,,,,,,,,
178,,https://dubaifutureaccelerators.com/en/challenges/,"Dubai Future Accelerators facilitates collaboration between government entities and private sector organizations from around the world to co-create solutions for bold challenges of tomorrow. The 9-week program is structured to include a series of workshops, office hours with mentors, and cultural activities.",,,,,,Dubai Future Accelerators,UAE  ,Dubai,Goverment ,Accelrator ,,,,,,,,,,,,,,,,
179,,https://catalyst.ae/,"Catalyst is a startup technology accelerator based in Masdar City, Abu Dhabi. Their vision is to build a robust startup ecosystem focused on sustainability in Abu Dhabi.",,,,,,Catalyst,UAE  ,Abu Dhabi,Investor ,Accelrator ,,,,,,,,,,,,,,,,
180,,https://sites.nyuad.nyu.edu/nyuadstartad/,"startAD is an Abu Dhabi-based global accelerator steering seed-stage technology startups to launch, develop, and scale their ventures. Their programs include: Corporate Sprint Accelerator, Al Warsha, Spring Youth Entrepreneurship Program, Youth Entrepreneurship Bootcamp, StartInvest, Founder School, Summer Incubator and Ibtikari",,,,,,startAD,UAE  ,Abu Dhabi,organisations ,Accelrator ,,,,,,,,,,,,,,,,
181,,https://www.plugandplaytechcenter.com/abu-dhabi/,"lug and Play is a global innovation platform, bringing together the world's startups and largest corporations. Plug and Play runs three accelerator programs in the UAE: 1. Fintech 2. Travel and Hospitality 3. Healthcare The global Plug and Play company runs food-related accelerator programs.",,,,,,Plug and Play,UAE  ,UAE Region ,organisations ,Accelrator ,,,,,,,,,,,,,,,,
182,,https://www.techstars.com/hub71-program/,"An accelerator, in partnership between Hub 71 and Techstars, which provides a robust mentorship program and access to the Global Techstars network, to help accelerate startups in the UAE.",,,,,,Techstars x Hub71 Accelerator,UAE  ,UAE Region ,organisations ,Accelrator ,,,,,,,,,,,,,,,,
183,,https://www.adq.ae/,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,ADQ,UAE  ,Abu Dhabi,Partner/buyer,Agriculture Development & Health,,,,,,,,,,,,,,,,
184,,https://en.m.wikipedia.org/wiki/Flydubai,This a sample data about the company including a short description about the company so users can easily understand the business scope of the entity presented on the map. ,,,,,,Ghaith Al Ghaith,UAE  ,Abu Dhabi,High Connectors ,Aviation,,,,,,,,,,,,,,,,
185,,http://www.dubaichamber.com/,"Smartpreneur Competition is an open competition for technology startups who have solutions in the fields of sustainability, mobility, and opportunity. The competition seeks innovative solutions in alternative food sources, water, and renewable and clean energy that will contribute to preserving our environment in alignment with UAE Green Economy Vision 2021. Participants who qualify will attend two full-day workshops on mentorship, relationship-building, and business plan development.",,,,,,Smartpreneur Competition,UAE  ,Dubai,Events/Awards ,Awards,,,,,,,,,,,,,,,,
186,,https://makingprosperity.com/page/initiative,"The Mohammed bin Rashid Initiative for Global Prosperity invites the world’s leading manufacturers, start-ups and entrepreneurs, governments, UN agencies and philanthropists, academia and researchers, to form a community dedicated to spreading global prosperity through the art of ‘making’. The initiative specifically seeks to recognize achievements that have positively contributed to the well-being of our world while fostering the values of resilience, community, harmony and dignity. The initiative is organized into 4 themes every year. Previous themes include ""Sustainable and Healthy Food for All"" and ""Rural Transformation and Zero Hunger"".",,,,,,MBR Global Makers Challenge,UAE  ,International ,Events/Awards ,Awards,,,,,,,,,,,,,,,,
187,,http://www.shjseen.ae/,ShjSEEN is a program from the Sharjah Chamber of Commerce & Industry that offers a total of 7 different awards to businesses that promote entrepreneurship in the emirate. Among these are the Sharjah Green Award and the Startup Award. ShjSeen aims to benefit Sharjah’s economy in all business sectors by furthering sustainable economic growth and recognizing business achievement.,,,,,,ShjSEEN Awards Programme,UAE  ,Sharjah,Events/Awards ,Awards,,,,,,,,,,,,,,,,
188,,https://www.kiaai.ae/en,The Khalifa International Award for Date Palm and Agriculture Innovation aims to recognize individuals and organizations dedicated to increasing agricultural productivity in the UAE.,,,,,,Khalifa International Date Palm Award and Agricultural Innovation,UAE  ,UAE Region ,Events/Awards ,Awards,,,,,,,,,,,,,,,,
189,,https://entry.zayedsustainabilityprize.com/,"Zayed Sustainability Prize is the UAE´s pioneering global award in sustainability and a tribute to the legacy of the late founding father of the UAE, Sheikh Zayed bin Sultan al Nahyan. Established in 2008, this annual award recognizes and rewards the achievements of those who are driving impactful, innovative and inspiring sustainability solutions across five distinct categories: Health, Food, Energy, Water and Global High Schools.",,,,,,Zayed Sustainability Prize,UAE  ,UAE Region ,Events/Awards ,Awards,,,,,,,,,,,,,,,,
